# TO BE USED TO INSERT MODEL ANNOTATIONS IN METABOLIC ATLAS DATABASE
# for REACTION ONLY
# annotations will be visible in the GEM browser pages and some can be used by the search engine
#
# some rules:
# this is a TAB separated file, thus TABs are not allowed in any field values
# each line added must have exactly 3 columns to be parsed properly
# do not modify the @ line
# column 'id' is mandatory, other columns are optional
# follow the max size limits
#
# columns description:
# column name    | description
# -----------------------------------------
# ec             | EC code, semicolon separated values
# pmid           | PMID, semicolon separated values
#
@id	ec	pmid
r_3117	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3118	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3119	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3120	EC:3.1.3.-; EC: 3.1.3.36; EC: 3.1.3.64	22345606
r_3121	EC:3.1.3.-; EC: 3.1.3.36; EC: 3.1.3.64	22345606
r_3122	EC:3.1.3.-; EC: 3.1.3.36; EC: 3.1.3.64	22345606
r_3123	EC:3.1.3.-; EC: 3.1.3.36; EC: 3.1.3.64	22345606
r_3124	EC:3.1.3.-; EC: 3.1.3.36; EC: 3.1.3.64	22345606
r_3125	EC:3.1.3.-; EC: 3.1.3.36; EC: 3.1.3.64	22345606
r_3126	EC:3.1.3.-; EC: 3.1.3.36; EC: 3.1.3.64	22345606
r_3127	EC:3.1.3.-; EC: 3.1.3.36; EC: 3.1.3.64	22345606
r_3128	EC:3.1.3.-	22345606
r_3129	EC:3.1.3.-	22345606
r_3130	EC:3.1.3.-	22345606
r_3131	EC:3.1.3.-	22345606
r_3132	EC:3.1.3.-	22345606
r_3133	EC:3.1.3.-	22345606
r_3134	EC:3.1.3.-	22345606
r_3135	EC:3.1.3.-	22345606
r_3136	EC:3.1.3.-	22345606
r_3137	EC:3.1.3.-	22345606
r_3138	EC:3.1.3.-	22345606
r_3139	EC:3.1.3.-	22345606
r_3140	EC:3.1.3.-	22345606
r_3141	EC:3.1.3.-	22345606
r_3142	EC:3.1.3.-	22345606
r_3143	EC:3.1.3.-	22345606
r_3144	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3145	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3146	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3147	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3148	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3149	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3150	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3151	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3152	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3153	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3154	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3155	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3156	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3157	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3158	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3159	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3160	EC:3.1.3.-	22345606
r_3161	EC:3.1.3.-	22345606
r_3162	EC:3.1.3.-	22345606
r_3163	EC:3.1.3.-	22345606
r_3164	EC:3.1.3.-	22345606
r_3165	EC:3.1.3.-	22345606
r_3166	EC:3.1.3.-	22345606
r_3167	EC:3.1.3.-	22345606
r_3168	EC:3.1.3.-	22345606
r_3169	EC:3.1.3.-	22345606
r_3170	EC:3.1.3.-	22345606
r_3171	EC:3.1.3.-	22345606
r_3172	EC:3.1.3.-	22345606
r_3173	EC:3.1.3.-	22345606
r_3174	EC:3.1.3.-	22345606
r_3175	EC:3.1.3.-	22345606
r_3176	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3177	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3178	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3179	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3180	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3181	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3182	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3183	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3184	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3185	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3186	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3187	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3188	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3189	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3190	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3191	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3192	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3193	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3194	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3195	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3196	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3197	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3198	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3199	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3200	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3201	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3202	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3203	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3204	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3205	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3206	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3207	EC:3.1.3.-; EC: 3.1.3.36	22345606
r_3208	EC:3.1.3.36	22345606
r_3209	EC:3.1.3.36	22345606
r_3210	EC:3.1.3.36	22345606
r_3211	EC:3.1.3.36	22345606
r_3212	EC:3.1.3.36	22345606
r_3213	EC:3.1.3.36	22345606
r_3214	EC:3.1.3.36	22345606
r_3215	EC:3.1.3.36	22345606
r_3216	EC:3.1.3.-	22345606
r_3217	EC:3.1.3.-	22345606
r_3218	EC:3.1.3.-	22345606
r_3219	EC:3.1.3.-	22345606
r_3220	EC:3.1.3.-	22345606
r_3221	EC:3.1.3.-	22345606
r_3222	EC:3.1.3.-	22345606
r_3223	EC:3.1.3.-	22345606
r_3224	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_3225	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_3226	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_3227	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_3228	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_3229	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_3230	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_3231	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_3232	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_3233	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_3234	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_3235	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_3236	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_3237	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_3238	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_3239	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_3240		22345606
r_3241		22345606
r_3242		22345606
r_3243		22345606
r_3244	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_3245	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_3246	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_3247	EC:3.1.3.4; EC: 3.1.3.81	22345606
r_3248	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_3249	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_3250	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_3251	EC:3.1.3.-; EC: 3.1.3.4	22345606
r_3252	EC:3.1.1.13	16835446; 14640980
r_3253	EC:3.1.1.13	16835446; 14640980
r_3254	EC:3.1.1.13	16835446
r_3255	EC:3.1.1.13	16835446
r_3256	EC:3.1.1.13	16835446
r_3257	EC:3.1.1.13	16835446
r_3258	EC:3.1.1.13	16835446
r_3259	EC:3.1.1.13	16835446
r_3260	EC:3.1.1.13	16835446
r_3261	EC:3.1.1.13	16835446
r_3262	EC:3.1.1.13	15632184
r_3263	EC:3.1.1.13	15632184
r_3264	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3265	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3266	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3267	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3268	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3269	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3270	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3271	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3272	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3273	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3274	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3275	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3276	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3277	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3278	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3279	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3280	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3281	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3282	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3283	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3284	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3285	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3286	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3287	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3288	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3289	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3290	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3291	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3292	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3293	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3294	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3295	EC:3.1.1.-; EC: 3.1.1.3	22345606
r_3296	EC:3.1.1.3	22345606
r_3297	EC:3.1.1.3	22345606
r_3298	EC:3.1.1.3	22345606
r_3299	EC:3.1.1.3	22345606
r_3300	EC:3.1.1.3	22345606
r_3301	EC:3.1.1.3	22345606
r_3302	EC:3.1.1.3	22345606
r_3303	EC:3.1.1.3	22345606
r_3304	EC:3.1.1.3	22345606
r_3305	EC:3.1.1.3	22345606
r_3306	EC:3.1.1.3	22345606
r_3307	EC:3.1.1.3	22345606
r_3308	EC:3.1.1.23	22345606
r_3309	EC:3.1.1.23	22345606
r_3310	EC:3.1.1.23	22345606
r_3311	EC:3.1.1.23	22345606
r_3312	EC:3.1.1.3	20016004
r_3313	EC:3.1.1.3	20016004
r_3314	EC:3.1.1.3	20016004
r_3315	EC:3.1.1.3	20016004
r_3316	EC:3.1.1.3	22345606
r_3317	EC:3.1.1.3	22345606
r_3318	EC:3.1.1.3	22345606
r_3319	EC:3.1.1.3	22345606
r_3320	EC:3.1.1.3	22345606
r_3321	EC:3.1.1.3	22345606
r_3322	EC:3.1.1.3	22345606
r_3323	EC:3.1.1.3	22345606
r_3324	EC:3.1.1.3	22345606
r_3325	EC:3.1.1.3	22345606
r_3326	EC:3.1.1.3	22345606
r_3327	EC:3.1.1.3	22345606
r_3328	EC:3.1.1.3	22345606
r_3329	EC:3.1.1.3	22345606
r_3330	EC:3.1.1.3	22345606
r_3331	EC:3.1.1.3	22345606
r_4039	EC:3.1.2.1	19298859
r_4042	EC:5.3.1.16	4967422
r_4045	EC:3.2.2.3	23670538
r_0964		9729482
r_1028		9182565
r_1085	EC:3.1.-.-; EC: 3.6.3.14	11278748; 11836511
r_1086	EC:3.1.-.-; EC: 3.6.3.14	11278748; 11836511
r_1096		15215118
r_1097		10938079
r_1098		10653746
r_1099		16844075; 11013234
r_1100		11583838
r_1103		8573145
r_1104		10333520
r_1106		14968426
r_1107		10653746
r_1109		10827169
r_1110		22672422; 7003152; 14998997
r_1112		20371607
r_1115		12966084
r_1118		14622413
r_1121		12484746
r_1122		12484746
r_1123		12484746
r_1124		12484746
r_1129		11158296
r_1130		16844075
r_1131		16194150
r_1132		10827170
r_1137		14871487
r_1138		14871487
r_1146		12077145
r_1147		12077145
r_1148		17434796
r_1149		15201274
r_1151		8631763
r_1161		12077145
r_1162		17434796
r_1164		15215118
r_1165		9395539
r_1166		10618490
r_1167		10788431
r_1168		10790694
r_1169		15145930
r_1170		15145930
r_1171		15703210; 21623372
r_1173		9573211
r_1174		11486014
r_1175		14998997
r_1178		9115232
r_1179		9660806
r_1180		10653746
r_1181		10653746
r_1182		11583838
r_1183		7495881; 9489675
r_1185		15572352
r_1186		8660458
r_1187		11274162
r_1188		11274162
r_1189		11274162
r_1192		9573211
r_1193		11689434
r_1194		14622413
r_1195		11274162
r_1197		11274162
r_1198		11274162
r_1200		15572352
r_1202		17021250
r_1203		11274162
r_1204		11274162
r_1206		17761666
r_1207		10198029
r_1208		17021250
r_1209		11274162
r_1210		11274162
r_1212		15572352
r_1218		9489675
r_1219		9573211
r_1220		17021250
r_1221		15572352
r_1222		11274162
r_1225		12077145
r_1227		7483839
r_1228		12455697
r_1229		16291748; 9169870
r_1230		16291748
r_1231		16291748
r_1232		16291748
r_1235		10869563
r_1236		8993619
r_1237		10428783
r_1242		11583838
r_1243		10653746
r_1249		3043197
r_1250		15668236
r_1251		9920864
r_1252		11171066
r_1253		12649274
r_1256		14609944
r_1259		15668236
r_1260		17218313; 9920864
r_1261		11171066
r_1262		9920864
r_1263		11171066
r_1265		9395087
r_1267		10870099
r_1268		8293962
r_1269		12411483
r_1271		11284009
r_1274		10827169
r_1275		16844075
r_1276		16194150
r_1277		9765289
r_1278		12077145
r_1657		9874237
r_2034		22628558
r_2079		10957961
r_2132		16844075
r_2219		17010456
r_2220		17010456
r_2221		17010456
r_2222		17010456
r_2223		17010456
r_2224		17010456
r_2225		17010456
r_2226		17010456
r_2227		17010456
r_2228		17010456
r_3348	EC:2.-.-.-	18296751; 9368028
r_3349	EC:2.-.-.-	18296751; 9368028
r_3350	EC:2.-.-.-	18296751; 9368028
r_3351	EC:2.-.-.-	18296751; 9368028
r_3352	EC:2.-.-.-	18296751; 9368028
r_3353	EC:2.-.-.-	18296751; 9368028
r_3354	EC:2.-.-.-	18296751; 9368028
r_3355	EC:2.-.-.-	18296751; 9368028
r_3356	EC:2.-.-.-	18296751; 9368028
r_3357	EC:2.-.-.-	18296751; 9368028
r_3358	EC:2.-.-.-	18296751; 9368028
r_3359	EC:2.-.-.-	18296751; 9368028
r_3360	EC:2.-.-.-	18296751; 9368028
r_3361	EC:2.-.-.-	18296751; 9368028
r_3362	EC:2.-.-.-	18296751; 9368028
r_3363	EC:2.-.-.-	18296751; 9368028
r_3364	EC:2.-.-.-	18296751; 9368028
r_3365	EC:2.-.-.-	18296751; 9368028
r_3366	EC:2.-.-.-	18296751; 9368028
r_3367	EC:2.-.-.-	18296751; 9368028
r_3368	EC:2.-.-.-	18296751; 9368028
r_3369	EC:2.-.-.-	18296751; 9368028
r_3370	EC:2.-.-.-	18296751; 9368028
r_3371	EC:2.-.-.-	18296751; 9368028
r_3372	EC:2.-.-.-	18296751; 9368028
r_3373	EC:2.-.-.-	18296751; 9368028
r_3374	EC:2.-.-.-	18296751; 9368028
r_3375	EC:2.-.-.-	18296751; 9368028
r_3376	EC:2.-.-.-	18296751; 9368028
r_3377	EC:2.-.-.-	18296751; 9368028
r_3378	EC:2.-.-.-	18296751; 9368028
r_3379	EC:2.-.-.-	18296751; 9368028
r_3380	EC:2.-.-.-	18296751; 9368028
r_3381	EC:2.-.-.-	18296751; 9368028
r_3382	EC:2.-.-.-	18296751; 9368028
r_3383	EC:2.-.-.-	18296751; 9368028
r_3384	EC:2.-.-.-	18296751; 9368028
r_3385	EC:2.-.-.-	18296751; 9368028
r_3386	EC:2.-.-.-	18296751; 9368028
r_3387	EC:2.-.-.-	18296751; 9368028
r_3388	EC:2.-.-.-	18296751; 9368028
r_3389	EC:2.-.-.-	18296751; 9368028
r_3390	EC:2.-.-.-	18296751; 9368028
r_3391	EC:2.-.-.-	18296751; 9368028
r_3392	EC:2.-.-.-	18296751; 9368028
r_3393	EC:2.-.-.-	18296751; 9368028
r_3394	EC:2.-.-.-	18296751; 9368028
r_3395	EC:2.-.-.-	18296751; 9368028
r_3396	EC:2.-.-.-	18296751; 9368028
r_3397	EC:2.-.-.-	18296751; 9368028
r_3398	EC:2.-.-.-	18296751; 9368028
r_3399	EC:2.-.-.-	18296751; 9368028
r_3400	EC:2.-.-.-	18296751; 9368028
r_3401	EC:2.-.-.-	18296751; 9368028
r_3402	EC:2.-.-.-	18296751; 9368028
r_3403	EC:2.-.-.-	18296751; 9368028
r_3404	EC:2.-.-.-	18296751; 9368028
r_3405	EC:2.-.-.-	18296751; 9368028
r_3406	EC:2.-.-.-	18296751; 9368028
r_3407	EC:2.-.-.-	18296751; 9368028
r_3408	EC:2.-.-.-	18296751; 9368028
r_3409	EC:2.-.-.-	18296751; 9368028
r_3410	EC:2.-.-.-	18296751; 9368028
r_3411	EC:2.-.-.-	18296751; 9368028
r_3412	EC:2.-.-.-	18296751; 9368028
r_3413	EC:2.-.-.-	18296751; 9368028
r_3414	EC:2.-.-.-	18296751; 9368028
r_3415	EC:2.-.-.-	18296751; 9368028
r_3416	EC:2.-.-.-	18296751; 9368028
r_3417	EC:2.-.-.-	18296751; 9368028
r_3418	EC:2.-.-.-	18296751; 9368028
r_3419	EC:2.-.-.-	18296751; 9368028
r_3420	EC:2.-.-.-	18296751; 9368028
r_3421	EC:2.-.-.-	18296751; 9368028
r_3422	EC:2.-.-.-	18296751; 9368028
r_3423	EC:2.-.-.-	18296751; 9368028
r_3424	EC:2.-.-.-	18296751; 9368028
r_3425	EC:2.-.-.-	18296751; 9368028
r_3426	EC:2.-.-.-	18296751; 9368028
r_3427	EC:2.-.-.-	18296751; 9368028
r_3428	EC:2.-.-.-	18296751; 9092515
r_3429	EC:2.-.-.-	18296751; 9092515
r_3430	EC:2.-.-.-	18296751; 9092515
r_3431	EC:2.-.-.-	18296751; 9092515
r_3432	EC:2.-.-.-	18296751; 9092515
r_3433	EC:2.-.-.-	18296751; 9092515
r_3434	EC:2.-.-.-	18296751; 9092515
r_3435	EC:2.-.-.-	18296751; 9092515
r_3436	EC:2.-.-.-	18296751; 9092515
r_3437	EC:2.-.-.-	18296751; 9092515
r_3438	EC:2.-.-.-	18296751; 9092515
r_3439	EC:2.-.-.-	18296751; 9092515
r_3440	EC:2.-.-.-	18296751; 9092515
r_3441	EC:2.-.-.-	18296751; 9092515
r_3442	EC:2.-.-.-	18296751; 9092515
r_3443	EC:2.-.-.-	18296751; 9092515
r_3444	EC:2.-.-.-	18296751; 9092515
r_3445	EC:2.-.-.-	18296751; 9092515
r_3446	EC:2.-.-.-	18296751; 9092515
r_3447	EC:2.-.-.-	18296751; 9092515
r_3448	EC:2.-.-.-	18296751; 9092515
r_3449	EC:2.-.-.-	18296751; 9092515
r_3450	EC:2.-.-.-	18296751; 9092515
r_3451	EC:2.-.-.-	18296751; 9092515
r_3452	EC:2.-.-.-	18296751; 9092515
r_3453	EC:2.-.-.-	18296751; 9092515
r_3454	EC:2.-.-.-	18296751; 9092515
r_3455	EC:2.-.-.-	18296751; 9092515
r_3456	EC:2.-.-.-	18296751; 9092515
r_3457	EC:2.-.-.-	18296751; 9092515
r_3458	EC:2.-.-.-	18296751; 9092515
r_3459	EC:2.-.-.-	18296751; 9092515
r_3460	EC:2.-.-.-	18296751; 9092515
r_3461	EC:2.-.-.-	18296751; 9092515
r_3462	EC:2.-.-.-	18296751; 9092515
r_3463	EC:2.-.-.-	18296751; 9092515
r_3464	EC:2.-.-.-	18296751; 9092515
r_3465	EC:2.-.-.-	18296751; 9092515
r_3466	EC:2.-.-.-	18296751; 9092515
r_3467	EC:2.-.-.-	18296751; 9092515
r_3468	EC:2.-.-.-	18296751; 9092515
r_3469	EC:2.-.-.-	18296751; 9092515
r_3470	EC:2.-.-.-	18296751; 9092515
r_3471	EC:2.-.-.-	18296751; 9092515
r_3472	EC:2.-.-.-	18296751; 9092515
r_3473	EC:2.-.-.-	18296751; 9092515
r_3474	EC:2.-.-.-	18296751; 9092515
r_3475	EC:2.-.-.-	18296751; 9092515
r_3476	EC:2.-.-.-	18296751; 9092515
r_3477	EC:2.-.-.-	18296751; 9092515
r_3478	EC:2.-.-.-	18296751; 9092515
r_3479	EC:2.-.-.-	18296751; 9092515
r_3480	EC:2.-.-.-	18296751; 9092515
r_3481	EC:2.-.-.-	18296751; 9092515
r_3482	EC:2.-.-.-	18296751; 9092515
r_3483	EC:2.-.-.-	18296751; 9092515
r_3484	EC:2.-.-.-	18296751; 9092515
r_3485	EC:2.-.-.-	18296751; 9092515
r_3486	EC:2.-.-.-	18296751; 9092515
r_3487	EC:2.-.-.-	18296751; 9092515
r_3488	EC:2.-.-.-	18296751; 9092515
r_3489	EC:2.-.-.-	18296751; 9092515
r_3490	EC:2.-.-.-	18296751; 9092515
r_3491	EC:2.-.-.-	18296751; 9092515
r_3492	EC:2.-.-.-	18296751; 9092515
r_3493	EC:2.-.-.-	18296751; 9092515
r_3494	EC:2.-.-.-	18296751; 9092515
r_3495	EC:2.-.-.-	18296751; 9092515
r_3496	EC:2.-.-.-	18296751; 9092515
r_3497	EC:2.-.-.-	18296751; 9092515
r_3498	EC:2.-.-.-	18296751; 9092515
r_3499	EC:2.-.-.-	18296751; 9092515
r_3500	EC:2.-.-.-	18296751; 9092515
r_3501	EC:2.-.-.-	18296751; 9092515
r_3502	EC:2.-.-.-	18296751; 9092515
r_3503	EC:2.-.-.-	18296751; 9092515
r_3504	EC:2.-.-.-	18296751; 9092515
r_3505	EC:2.-.-.-	18296751; 9092515
r_3506	EC:2.-.-.-	18296751; 9092515
r_3507	EC:2.-.-.-	18296751; 9092515
r_1746		22672422
r_1809		22672422
r_2108		18687109
r_2125		22672422
r_2129		22672422
r_4152	EC:4.4.1.17; EC: 4.4.1.-	
r_4153	EC:1.1.1.303	
r_4154	EC:1.1.1.303	
r_4155	EC:6.3.5.-	
r_4156	EC:3.4.11.18	
r_4157	EC:3.1.3.84; EC: 3.2.2.-	
r_4158	EC:1.6.5.5	
r_4159	EC:2.4.1.141	
r_4160	EC:3.6.1.13	
r_4164	EC:6.-.-.-	
r_4165	EC:3.2.1.84	
r_4166	EC:3.2.1.84	
r_4167	EC:3.6.3.7	
r_4170	EC:2.7.8.15	
r_4171	EC:3.4.-.-	
r_4172	EC:3.6.3.3	
r_4173	EC:2.8.1.7	
r_4175	EC:1.1.1.-	
r_4176	EC:1.1.1.-	
r_4177	EC:1.1.1.-	
r_4178	EC:1.1.1.-	
r_4179	EC:1.1.1.-	
r_4180	EC:1.1.1.-	
r_4181	EC:3.6.3.-	
r_4183	EC:1.1.1.-	
r_4184	EC:4.1.3.17; EC: 4.1.1.3	
r_4185	EC:4.1.3.17; EC: 4.1.1.3	
r_4186	EC:1.8.4.11	
r_4187	EC:6.1.1.15	
r_4188	EC:4.3.2.-	
r_4189	EC:4.2.1.96	
r_4190	EC:1.15.1.1	
r_4191	EC:3.1.3.68	
r_4192	EC:2.1.1.59	
r_4193	EC:2.1.1.43	
r_4196	EC:1.6.2.2	
r_4197	EC:1.6.2.2	
r_4198	EC:1.1.1.320	
r_4199	EC:2.5.1.18	
r_4200	EC:2.5.1.18	
r_4201	EC:2.5.1.18	
r_4202	EC:1.8.4.14	
r_4203	EC:3.4.11.22	
r_4204	EC:3.4.11.22	
r_4205	EC:3.5.2.9	
r_4206	EC:4.3.1.16	
r_4207	EC:2.5.1.18	
r_4208	EC:2.5.1.18; EC: 1.8.5.1	
r_4209	EC:2.5.1.18; EC: 1.8.5.1	
r_4210	EC:4.2.1.69	
r_4211	EC:4.3.3.6; EC: 3.5.1.2	
r_4212	EC:4.3.3.6; EC: 3.5.1.2	
r_4214	EC:3.4.13.-	
r_4215	EC:3.4.13.-	
r_4216	EC:3.1.3.2	
r_4217	EC:1.16.3.1	
r_4218	EC:3.1.1.96; EC: 3.1.1.-	
r_4219	EC:3.1.1.96; EC: 3.1.1.-	
r_4220	EC:3.1.3.41	
r_4221	EC:1.1.1.14	
r_4223	EC:3.1.2.4	
r_4224	EC:3.6.3.7	
r_4225	EC:3.1.3.-	
r_4226	EC:2.6.1.2	
r_4227	EC:3.5.1.4	
r_4228	EC:3.5.1.4	
r_4229	EC:3.5.1.4	
r_4230	EC:3.5.1.4	
r_4231	EC:3.5.1.4	
r_4232	EC:2.7.1.12	
r_4233	EC:2.1.1.100	
r_4234	EC:2.4.1.198	
r_4236	EC:4.2.1.130	
r_4237	EC:3.6.3.8	
r_4238	EC:3.6.3.8	
r_4239	EC:2.3.2.8	
r_4240	EC:2.4.99.18	
r_4241	EC:3.2.1.106	
r_4242	EC:2.4.1.232	
r_4243	EC:2.4.1.132; EC: 2.4.1.257	
r_4244	EC:2.4.1.132; EC: 2.4.1.257	
r_4245	EC:3.2.1.24	
r_4246	EC:3.2.1.24	
r_4247	EC:2.7.7.87	
r_4248	EC:4.3.1.18	
r_4249	EC:2.5.1.47	
r_4250	EC:3.6.1.43	
r_4251	EC:2.7.7.41	
r_4253	EC:2.4.1.256	
r_4254	EC:1.14.12.17	
r_4255	EC:1.14.12.17	
r_4256	EC:6.3.1.20	
r_4258	EC:6.3.1.20	
r_4260	EC:3.5.1.-	
r_4261	EC:3.5.1.-	
r_4262	EC:4.2.1.-	
r_4264	EC:1.3.1.6	
r_4265	EC:3.6.1.9	
r_4266	EC:3.6.1.9	
r_4267	EC:3.6.1.9	
r_4268	EC:3.6.1.9	
r_4269	EC:3.6.1.9	
r_4270	EC:1.15.1.1	
r_4271	EC:3.2.1.113; EC: 3.2.1.-	
r_4272	EC:3.2.1.113; EC: 3.2.1.-	
r_4273	EC:1.13.12.16	
r_4274	EC:2.5.1.48	
r_4275	EC:1.16.1.7	
r_4276	EC:1.16.1.7	
r_4277	EC:2.3.1.51	
r_4278	EC:6.3.1.14	
r_4279	EC:3.6.1.55	
r_4280	EC:2.3.1.181	
r_4281	EC:2.3.1.181	
r_4282	EC:2.7.1.105; EC: 3.1.3.46	
r_4283	EC:2.7.1.1	
r_4284	EC:2.7.1.1	
r_4285	EC:2.7.1.1	
r_4286	EC:2.7.1.1	
r_4287	EC:2.7.1.1	
r_4288	EC:5.1.3.15	
r_4291	EC:1.2.1.3	
r_4292	EC:1.2.1.3	
r_4293	EC:1.2.1.3	
r_4294	EC:1.2.1.3	
r_4295	EC:1.2.1.3	
r_4296	EC:1.2.1.3	
r_4297	EC:1.2.1.3	
r_4298	EC:1.2.1.3	
r_4299	EC:1.2.1.3	
r_4300	EC:1.2.1.3	
r_4301	EC:1.2.1.3	
r_4302	EC:1.2.1.3	
r_4303	EC:1.2.1.3	
r_4304	EC:1.2.1.3	
r_4305	EC:1.2.1.3	
r_4306	EC:1.2.1.3	
r_4307	EC:1.2.1.3	
r_4308	EC:3.6.3.1	
r_4309	EC:3.1.1.-	
r_4310	EC:2.4.1.131	
r_4311	EC:2.4.1.131	
r_4312	EC:2.1.1.22	
r_4313	EC:2.4.1.259; EC: 2.4.1.261	
r_4314	EC:2.4.1.259; EC: 2.4.1.261	
r_4315	EC:1.1.1.26	
