@id	db_name	ext_id	link
ENSG00000006757	UniProt	P41247	https://identifiers.org/uniprot:P41247
ENSG00000006757	NCBI Gene	8228	https://identifiers.org/ncbigene:8228
ENSG00000006837	Ensembl	ENSG00000006837	https://identifiers.org/ensembl:ENSG00000006837
ENSG00000006837	Protein Atlas	ENSG00000006837	https://identifiers.org/hpa:ENSG00000006837
ENSG00000006837	UniProt	Q8IVW4	https://identifiers.org/uniprot:Q8IVW4
ENSG00000006837	NCBI Gene	51265	https://identifiers.org/ncbigene:51265
ENSG00000007001	Ensembl	ENSG00000007001	https://identifiers.org/ensembl:ENSG00000007001
ENSG00000007001	Protein Atlas	ENSG00000007001	https://identifiers.org/hpa:ENSG00000007001
ENSG00000007001	UniProt	O95045	https://identifiers.org/uniprot:O95045
ENSG00000007001	NCBI Gene	151531	https://identifiers.org/ncbigene:151531
ENSG00000007047	Ensembl	ENSG00000007047	https://identifiers.org/ensembl:ENSG00000007047
ENSG00000007047	Protein Atlas	ENSG00000007047	https://identifiers.org/hpa:ENSG00000007047
ENSG00000007047	UniProt	Q96L34	https://identifiers.org/uniprot:Q96L34
ENSG00000007047	NCBI Gene	57787	https://identifiers.org/ncbigene:57787
ENSG00000007168	Ensembl	ENSG00000007168	https://identifiers.org/ensembl:ENSG00000007168
ENSG00000007168	Protein Atlas	ENSG00000007168	https://identifiers.org/hpa:ENSG00000007168
ENSG00000007168	UniProt	P43034	https://identifiers.org/uniprot:P43034
ENSG00000007168	NCBI Gene	5048	https://identifiers.org/ncbigene:5048
ENSG00000007171	Ensembl	ENSG00000007171	https://identifiers.org/ensembl:ENSG00000007171
ENSG00000007171	Protein Atlas	ENSG00000007171	https://identifiers.org/hpa:ENSG00000007171
ENSG00000007171	UniProt	P35228	https://identifiers.org/uniprot:P35228
ENSG00000007171	NCBI Gene	4843	https://identifiers.org/ncbigene:4843
ENSG00000007216	Ensembl	ENSG00000007216	https://identifiers.org/ensembl:ENSG00000007216
ENSG00000007216	Protein Atlas	ENSG00000007216	https://identifiers.org/hpa:ENSG00000007216
ENSG00000007216	UniProt	Q13183	https://identifiers.org/uniprot:Q13183
ENSG00000007216	NCBI Gene	9058	https://identifiers.org/ncbigene:9058
ENSG00000007264	Ensembl	ENSG00000007264	https://identifiers.org/ensembl:ENSG00000007264
ENSG00000007264	Protein Atlas	ENSG00000007264	https://identifiers.org/hpa:ENSG00000007264
ENSG00000007264	UniProt	P42679	https://identifiers.org/uniprot:P42679
ENSG00000007264	NCBI Gene	4145	https://identifiers.org/ncbigene:4145
ENSG00000007350	Ensembl	ENSG00000007350	https://identifiers.org/ensembl:ENSG00000007350
ENSG00000007350	Protein Atlas	ENSG00000007350	https://identifiers.org/hpa:ENSG00000007350
ENSG00000007350	UniProt	P51854	https://identifiers.org/uniprot:P51854
ENSG00000007350	NCBI Gene	8277	https://identifiers.org/ncbigene:8277
ENSG00000007541	Ensembl	ENSG00000007541	https://identifiers.org/ensembl:ENSG00000007541
ENSG00000007541	Protein Atlas	ENSG00000007541	https://identifiers.org/hpa:ENSG00000007541
ENSG00000007541	UniProt	Q9BRB3	https://identifiers.org/uniprot:Q9BRB3
ENSG00000007541	NCBI Gene	9091	https://identifiers.org/ncbigene:9091
ENSG00000007933	Ensembl	ENSG00000007933	https://identifiers.org/ensembl:ENSG00000007933
ENSG00000007933	Protein Atlas	ENSG00000007933	https://identifiers.org/hpa:ENSG00000007933
ENSG00000007933	UniProt	P31513	https://identifiers.org/uniprot:P31513
ENSG00000007933	NCBI Gene	2328	https://identifiers.org/ncbigene:2328
ENSG00000007944	Ensembl	ENSG00000007944	https://identifiers.org/ensembl:ENSG00000007944
ENSG00000007944	Protein Atlas	ENSG00000007944	https://identifiers.org/hpa:ENSG00000007944
ENSG00000007944	NCBI Gene	29116	https://identifiers.org/ncbigene:29116
ENSG00000007944	UniProt	Q8WY64	https://identifiers.org/uniprot:Q8WY64
ENSG00000008086	Ensembl	ENSG00000008086	https://identifiers.org/ensembl:ENSG00000008086
ENSG00000008086	Protein Atlas	ENSG00000008086	https://identifiers.org/hpa:ENSG00000008086
ENSG00000008086	UniProt	O76039	https://identifiers.org/uniprot:O76039
ENSG00000008086	NCBI Gene	6792	https://identifiers.org/ncbigene:6792
ENSG00000008118	Ensembl	ENSG00000008118	https://identifiers.org/ensembl:ENSG00000008118
ENSG00000008118	Protein Atlas	ENSG00000008118	https://identifiers.org/hpa:ENSG00000008118
ENSG00000008118	UniProt	Q96NX5	https://identifiers.org/uniprot:Q96NX5
ENSG00000008118	NCBI Gene	57172	https://identifiers.org/ncbigene:57172
ENSG00000008128	Ensembl	ENSG00000008128	https://identifiers.org/ensembl:ENSG00000008128
ENSG00000008128	Protein Atlas	ENSG00000008128	https://identifiers.org/hpa:ENSG00000008128
ENSG00000008128	NCBI Gene	728642	https://identifiers.org/ncbigene:728642
ENSG00000008128	UniProt	Q9UQ88	https://identifiers.org/uniprot:Q9UQ88
ENSG00000008130	Ensembl	ENSG00000008130	https://identifiers.org/ensembl:ENSG00000008130
ENSG00000008130	Protein Atlas	ENSG00000008130	https://identifiers.org/hpa:ENSG00000008130
ENSG00000008130	UniProt	O95544	https://identifiers.org/uniprot:O95544
ENSG00000008130	NCBI Gene	65220	https://identifiers.org/ncbigene:65220
ENSG00000008300	Ensembl	ENSG00000008300	https://identifiers.org/ensembl:ENSG00000008300
ENSG00000008300	Protein Atlas	ENSG00000008300	https://identifiers.org/hpa:ENSG00000008300
ENSG00000008300	UniProt	Q9NYQ7	https://identifiers.org/uniprot:Q9NYQ7
ENSG00000008300	NCBI Gene	1951	https://identifiers.org/ncbigene:1951
ENSG00000008311	Ensembl	ENSG00000008311	https://identifiers.org/ensembl:ENSG00000008311
ENSG00000008311	Protein Atlas	ENSG00000008311	https://identifiers.org/hpa:ENSG00000008311
ENSG00000008311	NCBI Gene	10157	https://identifiers.org/ncbigene:10157
ENSG00000008311	UniProt	Q9UDR5	https://identifiers.org/uniprot:Q9UDR5
ENSG00000008394	Ensembl	ENSG00000008394	https://identifiers.org/ensembl:ENSG00000008394
ENSG00000008394	Protein Atlas	ENSG00000008394	https://identifiers.org/hpa:ENSG00000008394
ENSG00000008394	UniProt	P10620	https://identifiers.org/uniprot:P10620
ENSG00000008394	NCBI Gene	4257	https://identifiers.org/ncbigene:4257
ENSG00000008438	Ensembl	ENSG00000008438	https://identifiers.org/ensembl:ENSG00000008438
ENSG00000008438	Protein Atlas	ENSG00000008438	https://identifiers.org/hpa:ENSG00000008438
ENSG00000008438	UniProt	O75594	https://identifiers.org/uniprot:O75594
ENSG00000008438	NCBI Gene	8993	https://identifiers.org/ncbigene:8993
ENSG00000008513	Ensembl	ENSG00000008513	https://identifiers.org/ensembl:ENSG00000008513
ENSG00000008513	Protein Atlas	ENSG00000008513	https://identifiers.org/hpa:ENSG00000008513
ENSG00000008513	UniProt	Q11201	https://identifiers.org/uniprot:Q11201
ENSG00000008513	NCBI Gene	6482	https://identifiers.org/ncbigene:6482
ENSG00000009335	Ensembl	ENSG00000009335	https://identifiers.org/ensembl:ENSG00000009335
ENSG00000009335	Protein Atlas	ENSG00000009335	https://identifiers.org/hpa:ENSG00000009335
ENSG00000009335	UniProt	Q15386	https://identifiers.org/uniprot:Q15386
ENSG00000009335	NCBI Gene	9690	https://identifiers.org/ncbigene:9690
ENSG00000009413	Ensembl	ENSG00000009413	https://identifiers.org/ensembl:ENSG00000009413
ENSG00000009413	Protein Atlas	ENSG00000009413	https://identifiers.org/hpa:ENSG00000009413
ENSG00000009413	UniProt	O60673	https://identifiers.org/uniprot:O60673
ENSG00000009413	NCBI Gene	5980	https://identifiers.org/ncbigene:5980
ENSG00000009830	Ensembl	ENSG00000009830	https://identifiers.org/ensembl:ENSG00000009830
ENSG00000009830	Protein Atlas	ENSG00000009830	https://identifiers.org/hpa:ENSG00000009830
ENSG00000009830	UniProt	Q9UKY4	https://identifiers.org/uniprot:Q9UKY4
ENSG00000009830	NCBI Gene	29954	https://identifiers.org/ncbigene:29954
ENSG00000010165	Ensembl	ENSG00000010165	https://identifiers.org/ensembl:ENSG00000010165
ENSG00000010165	Protein Atlas	ENSG00000010165	https://identifiers.org/hpa:ENSG00000010165
ENSG00000010165	UniProt	Q8N6R0	https://identifiers.org/uniprot:Q8N6R0
ENSG00000010165	NCBI Gene	51603	https://identifiers.org/ncbigene:51603
ENSG00000010219	Ensembl	ENSG00000010219	https://identifiers.org/ensembl:ENSG00000010219
ENSG00000010219	Protein Atlas	ENSG00000010219	https://identifiers.org/hpa:ENSG00000010219
ENSG00000010219	UniProt	Q9NR20	https://identifiers.org/uniprot:Q9NR20
ENSG00000010219	NCBI Gene	8798	https://identifiers.org/ncbigene:8798
ENSG00000010256	Ensembl	ENSG00000010256	https://identifiers.org/ensembl:ENSG00000010256
ENSG00000010256	Protein Atlas	ENSG00000010256	https://identifiers.org/hpa:ENSG00000010256
ENSG00000010256	UniProt	P31930	https://identifiers.org/uniprot:P31930
ENSG00000010256	NCBI Gene	7384	https://identifiers.org/ncbigene:7384
ENSG00000010379	Ensembl	ENSG00000010379	https://identifiers.org/ensembl:ENSG00000010379
ENSG00000010379	Protein Atlas	ENSG00000010379	https://identifiers.org/hpa:ENSG00000010379
ENSG00000010379	UniProt	Q9NSD5	https://identifiers.org/uniprot:Q9NSD5
ENSG00000010379	NCBI Gene	6540	https://identifiers.org/ncbigene:6540
ENSG00000010404	Ensembl	ENSG00000010404	https://identifiers.org/ensembl:ENSG00000010404
ENSG00000010404	Protein Atlas	ENSG00000010404	https://identifiers.org/hpa:ENSG00000010404
ENSG00000010404	UniProt	P22304	https://identifiers.org/uniprot:P22304
ENSG00000010404	NCBI Gene	3423	https://identifiers.org/ncbigene:3423
ENSG00000010671	Ensembl	ENSG00000010671	https://identifiers.org/ensembl:ENSG00000010671
ENSG00000010671	Protein Atlas	ENSG00000010671	https://identifiers.org/hpa:ENSG00000010671
ENSG00000010671	UniProt	Q06187	https://identifiers.org/uniprot:Q06187
ENSG00000010671	NCBI Gene	695	https://identifiers.org/ncbigene:695
ENSG00000010810	Ensembl	ENSG00000010810	https://identifiers.org/ensembl:ENSG00000010810
ENSG00000010810	Protein Atlas	ENSG00000010810	https://identifiers.org/hpa:ENSG00000010810
ENSG00000010810	UniProt	P06241	https://identifiers.org/uniprot:P06241
ENSG00000010810	NCBI Gene	2534	https://identifiers.org/ncbigene:2534
ENSG00000010932	Ensembl	ENSG00000010932	https://identifiers.org/ensembl:ENSG00000010932
ENSG00000010932	Protein Atlas	ENSG00000010932	https://identifiers.org/hpa:ENSG00000010932
ENSG00000010932	UniProt	Q01740	https://identifiers.org/uniprot:Q01740
ENSG00000010932	NCBI Gene	2326	https://identifiers.org/ncbigene:2326
ENSG00000011009	Ensembl	ENSG00000011009	https://identifiers.org/ensembl:ENSG00000011009
ENSG00000011009	Protein Atlas	ENSG00000011009	https://identifiers.org/hpa:ENSG00000011009
ENSG00000011009	NCBI Gene	11313	https://identifiers.org/ncbigene:11313
ENSG00000011009	UniProt	O95372	https://identifiers.org/uniprot:O95372
ENSG00000011052	Ensembl	ENSG00000011052	https://identifiers.org/ensembl:ENSG00000011052
ENSG00000011052	Protein Atlas	ENSG00000011052	https://identifiers.org/hpa:ENSG00000011052
ENSG00000011052	NCBI Gene	654364	https://identifiers.org/ncbigene:654364
ENSG00000011083	Ensembl	ENSG00000011083	https://identifiers.org/ensembl:ENSG00000011083
ENSG00000011083	Protein Atlas	ENSG00000011083	https://identifiers.org/hpa:ENSG00000011083
ENSG00000011083	UniProt	Q99884	https://identifiers.org/uniprot:Q99884
ENSG00000011083	NCBI Gene	6534	https://identifiers.org/ncbigene:6534
ENSG00000011198	Ensembl	ENSG00000011198	https://identifiers.org/ensembl:ENSG00000011198
ENSG00000011198	Protein Atlas	ENSG00000011198	https://identifiers.org/hpa:ENSG00000011198
ENSG00000011198	NCBI Gene	51099	https://identifiers.org/ncbigene:51099
ENSG00000011198	UniProt	Q8WTS1	https://identifiers.org/uniprot:Q8WTS1
ENSG00000011275	Ensembl	ENSG00000011275	https://identifiers.org/ensembl:ENSG00000011275
ENSG00000011275	Protein Atlas	ENSG00000011275	https://identifiers.org/hpa:ENSG00000011275
ENSG00000011275	NCBI Gene	54476	https://identifiers.org/ncbigene:54476
ENSG00000011275	UniProt	Q9NWF9	https://identifiers.org/uniprot:Q9NWF9
ENSG00000011405	Ensembl	ENSG00000011405	https://identifiers.org/ensembl:ENSG00000011405
ENSG00000011405	Protein Atlas	ENSG00000011405	https://identifiers.org/hpa:ENSG00000011405
ENSG00000011405	UniProt	O00443	https://identifiers.org/uniprot:O00443
ENSG00000011405	NCBI Gene	5286	https://identifiers.org/ncbigene:5286
ENSG00000011485	Ensembl	ENSG00000011485	https://identifiers.org/ensembl:ENSG00000011485
