@id	pmid	ec
HMR_0419		TCDB:3.A.1.211.1
HMR_0420		TCDB:4.C.1.1.5; TCDB:4.C.1.1.8
HMR_0423		TCDB:3.A.1.211.1
HMR_0424		TCDB:4.C.1.1.5; TCDB:4.C.1.1.8
HMR_0427		TCDB:3.A.1.211.1
HMR_0428		TCDB:4.C.1.1.5; TCDB:4.C.1.1.8
HMR_0431		TCDB:3.A.1.211.1
HMR_0432		TCDB:4.C.1.1.5; TCDB:4.C.1.1.8
HMR_0435		TCDB:3.A.1.211.1
HMR_0436		TCDB:4.C.1.1.5; TCDB:4.C.1.1.8
HMR_0439		TCDB:3.A.1.211.1
HMR_0440		
HMR_0444	9124577	
HMR_0469	12663868; 16622704; 17404808	TCDB:3.A.1.201.3
HMR_0470	12663868; 16622704; 17404808	TCDB:3.A.1.201.3
HMR_0476	16858612	TCDB:3.A.1.211.1
HMR_0770		
HMR_0782		
HMR_1082	2753893; 10064732	TCDB:3.A.1.208.8
HMR_1086	12883891; 12856180; 11023036; 1554704; 18021224; 4553030; 793184; 8725559; 8781017; 12739169	
HMR_1898	14579113	TCDB:2.A.60.1.14
HMR_1899	14579113	TCDB:2.A.60.1.14
HMR_1900	14579113	TCDB:2.A.60.1.14
HMR_1901	14579113	TCDB:2.A.60.1.14
HMR_1902	14579113	TCDB:2.A.60.1.14
HMR_1903	14579113	TCDB:2.A.60.1.14
HMR_1904	14579113	TCDB:2.A.60.1.14
HMR_1905	14579113	TCDB:2.A.60.1.14
HMR_1906	14579113	TCDB:2.A.60.1.14
HMR_1907	14579113	TCDB:2.A.60.1.14
HMR_1908	14579113	TCDB:2.A.60.1.14
HMR_1909	14579113	TCDB:2.A.60.1.14
HMR_1910	15209530	
HMR_1911	12663868; 16622704; 17404808	TCDB:3.A.1.201.3; TCDB:3.A.1.211.1
HMR_1913	15297262	
HMR_1914	12759755	TCDB:2.A.53.2.2
HMR_1919		EC:2.8.2.2
HMR_2013		
HMR_3858		
HMR_3916		
HMR_3951		
HMR_3959		
HMR_3964		
HMR_4062	14977409; 4469603	
HMR_4063	14977409	
HMR_4249	18124509; 6027578	
HMR_4321	12750891	
HMR_4432		
HMR_4433	14579113	TCDB:2.A.60.1.14
HMR_4434	14579113	TCDB:2.A.60.1.14
HMR_4435	14579113	TCDB:2.A.60.1.14
HMR_4436	14579113	TCDB:2.A.60.1.14
HMR_4691		
HMR_4721	10334869; 12603856; 17024033; 9516450	
HMR_4844	1550832; 8438778	EC:2.3.1.85
HMR_4845	12856181; 10772724	TCDB:2.A.57; TCDB:2.A.41.2.3; TCDB:2.A.41.2.4
HMR_4847	12838422; 168203; 3728675; 8438778; 12006583; 14747464; 16595656; 17187757; 17279066; 6778226; 7479738; 7419607; 1260500	TCDB:2.A.57.1.4
HMR_4848	12838422; 168203; 3728675; 8438778; 12006583; 14747464; 16595656; 17187757; 17279066; 6778226; 7479738; 7419607; 1260500	TCDB:2.A.57.1.4
HMR_4849	14770310; 11004451; 15465786; 16082501; 17466261; 7718542; 10049700; 10072483; 10391915; 10574970; 11311135; 11389679; 11557028; 11564694; 11742812; 11827462; 12117417; 12824232; 14574404; 7690540; 9751058; 9759917; 12883891; 16288981; 1904693; 4424190; 6432599; 9868191	TCDB:2.A.3.3.2
HMR_4858	11780753; 11882499; 12750891; 16669350; 1701966; 3399500	
HMR_4861	10785372; 1313850; 1992775; 3085711; 7822436; 8240303	
HMR_4873	3888072	
HMR_4875	7419607	
HMR_4882	12838422; 168203; 3728675; 8438778; 12006583; 14747464; 16595656; 17187757; 17279066; 6778226; 7479738; 7419607; 1260500	TCDB:2.A.57.1.4
HMR_4885	3888072; 4684694	
HMR_4896		
HMR_4910	12750889; 12759754; 12806205; 12811560	
HMR_4911		
HMR_4912		
HMR_4919	3888072; 911815	
HMR_4928	12739169; 18305372	TCDB:2.A.1.13.1
HMR_4931	14770309; 14770310	TCDB:2.A.3.8.5
HMR_4932	14530974	
HMR_4933	11287335; 11327718	TCDB:2.A.29.2.4; TCDB:2.A.29.16.1
HMR_4934	12107270; 12739169; 12829793; 17245649; 18375207; 8476015; 8557697; 9786900	
HMR_4935	12107270; 12739169; 12829793; 17173541; 17245649; 18305372; 18375207; 8476015; 8557697; 9651205; 9786900	TCDB:2.A.1.13.1; TCDB:2.A.1.13.5
HMR_4938	12739168; 12915942	TCDB:2.A.47.1.9; TCDB:2.A.47.1.4
HMR_4939		
HMR_4946	12759755	
HMR_4947	179827; 9305892	
HMR_4948		
HMR_4949	10505683; 10747366; 11546670; 12571750; 12856182; 8514890; 9124577	TCDB:1.A.28.1.3
HMR_4952	10721894; 11787643; 12269802; 12504794; 16955229; 17401668; 18599538; 3132542; 487087; 551321; 6418146; 7731061; 8010975; 8382624; 8654117; 8899554; 911815; 917262	
HMR_4954	16636297; 18632827; 8707261	TCDB:2.A.1.1.13
HMR_4956	12739168; 8640224	TCDB:2.A.30.3.1
HMR_4958	15234337	
HMR_4969	17928533	
HMR_4973	12750891	
HMR_4975		
HMR_4976	12107270; 12739169; 12829793; 17173541; 17245649; 18305372; 18375207; 8476015; 8557697; 9786900	TCDB:2.A.1.13.1
HMR_4980	12838422; 168203; 3728675; 8438778; 12006583; 14747464; 16595656; 17187757; 17279066; 6778226; 7479738; 7419607; 1260500	TCDB:2.A.57.1.4
HMR_4982	11004451; 4684694; 5096515; 7388024	
HMR_4983	12856181; 10772724	TCDB:2.A.41.2.3
HMR_4985	12838422; 168203; 3728675; 8438778; 12006583; 14747464; 16595656; 17187757; 17279066; 6778226; 7479738; 7419607; 1260500	TCDB:2.A.57.1.4
HMR_4989	17928533	
HMR_4990		
HMR_4992	11165387; 12110547; 12145274; 15918910; 3896131; 9386672	TCDB:2.A.22.3.4
HMR_4993	14977409	
HMR_4994	1526979	
HMR_4995	14770309; 14770310	TCDB:2.A.3.8.15
HMR_4996	12750891	TCDB:2.A.1.1.29
HMR_4999	12883891	TCDB:2.A.1.19.1; TCDB:2.A.1.19.6; TCDB:2.A.1.19.3
HMR_5000		
HMR_5002	15234337	
HMR_5003	12838422; 12006583; 14747464; 16595656; 17187757; 17279066; 7479738	TCDB:2.A.57.1.4
HMR_5005	11023036; 1554704; 18021224; 4553030; 8725559	TCDB:2.A.65
HMR_5007	14739191; 14977409; 14998787; 16109384; 16171773; 16750224	
HMR_5008	12838422; 12006583; 14747464; 16595656; 17187757; 17279066; 7479738	TCDB:2.A.57.1.4
HMR_5009		
HMR_5010	14977409	
HMR_5011		
HMR_5013	1526979	
HMR_5018	12739169; 18305372	TCDB:2.A.1.13.1
HMR_5020		
HMR_5021	14977409	TCDB:2.A.40.6.2
HMR_5023		
HMR_5029	11780753; 11780754; 11882499; 16314530; 16669350; 9770484	TCDB:2.A.1.1.29
HMR_5032	12838422; 12006583; 14747464; 16595656; 17187757; 17279066; 7479738	TCDB:2.A.57.1.1; TCDB:2.A.57.1.4
HMR_5034	12838422; 12006583; 14747464; 16595656; 17187757; 17279066; 7479738	TCDB:2.A.57.1.1
HMR_5035	12838422; 12006583; 14747464; 16595656; 17187757; 17279066; 7479738	TCDB:2.A.57.1.4
HMR_5037	12838422; 12006583; 14747464; 16595656; 17187757; 17279066; 7479738	TCDB:2.A.57.1.4
HMR_5038	12856181; 10772724	TCDB:2.A.41.2.3
HMR_5039	12856181; 10772724	TCDB:2.A.41.2.3
HMR_5040	12856181; 10772724	TCDB:2.A.41.2.3
HMR_5041	12856181; 10772724	TCDB:2.A.41.2.4
HMR_5042	12838422; 12006583; 14747464; 16595656; 17187757; 17279066; 7479738	TCDB:2.A.57.1.4
HMR_5068	17466261; 7718542; 10049700; 10072483; 10391915; 10574970; 11004451; 11311135; 11389679; 11557028; 11564694; 11742812; 11827462; 12117417; 12824232; 14574404; 14770310; 7690540; 9751058; 9759917; 12883891; 16288981; 1904693; 4424190; 6432599; 9868191; 15465786; 16082501	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5070	14770310; 11004451; 15465786; 16082501; 17466261; 7718542; 10049700; 10072483; 10391915; 10574970; 11311135; 11389679; 11557028; 11564694; 11742812; 11827462; 12117417; 12824232; 14574404; 7690540; 9751058; 9759917; 12883891; 16288981; 1904693; 4424190; 6432599; 9868191	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5071	17466261; 7718542; 10049700; 10072483; 10391915; 10574970; 11004451; 11311135; 11389679; 11557028; 11564694; 11742812; 11827462; 12117417; 12824232; 14574404; 14770310; 7690540; 9751058; 9759917; 12883891; 16288981; 1904693; 4424190; 6432599; 9868191; 15465786; 16082501	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5073	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5074	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	TCDB:2.A.1.19; TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5076	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5077	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5078	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5079	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5080	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5082	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5084	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5085	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5087	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5088	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5089	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5091	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5092	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5094	14770310; 11004451; 15465786; 16082501; 17466261; 7718542; 10049700; 10072483; 10391915; 10574970; 11311135; 11389679; 11557028; 11564694; 11742812; 11827462; 12117417; 12824232; 14574404; 7690540; 9751058; 9759917; 12883891; 16288981; 1904693; 4424190; 6432599; 9868191	TCDB:2.A.3.3; TCDB:2.A.3.8; TCDB:2.A.1.44
HMR_5129	12856181; 10772724	TCDB:2.A.41.2.4
HMR_5198	15843442; 2396980; 3578517; 9160046	
HMR_5200		
HMR_5202	12023832; 15843442; 2396980; 3578517; 7544533; 9160046	
HMR_5206	15976321; 16680030	
HMR_5213	10766195; 11460506; 18676163; 2695254	
HMR_5215		
HMR_5216		
HMR_5219		
HMR_5221		
HMR_5231		
HMR_5232		
HMR_5236		
HMR_5237		
HMR_5240		
HMR_5241		
HMR_5246		
HMR_5295	2835623; 6258180	EC:3.6.3.9
HMR_5296		
HMR_5303	10913128; 11147574; 11557556; 12269403; 14613890; 15210701; 15958381; 17124168; 179827; 18697206; 3031070; 3244197; 9305892	
HMR_5305	12845534; 10823827; 11452978; 15632147	TCDB:2.A.18.6.7
HMR_5307		
HMR_5308	12845534; 10823827; 11452978; 15632147	TCDB:2.A.18.6.5
HMR_5310		
HMR_5311	12845534; 10823827; 11452978; 15632147	TCDB:2.A.18.6.7
HMR_5313		
HMR_5314	12930836; 17322374	TCDB:2.A.1.44.1
HMR_5315	12930836; 17322374	
HMR_5316	12930836; 17322374	TCDB:2.A.1.44.1
HMR_5317		
HMR_5318		
HMR_5319		
HMR_5320	12845534; 10823827; 11452978; 15632147	TCDB:2.A.18.6.7
HMR_5322	12845534; 10823827; 11452978; 15632147	TCDB:2.A.18.6.5
HMR_5324	12845534	TCDB:2.A.18.6.5
HMR_5326	12845534; 10823827; 11452978; 15632147	TCDB:2.A.18.6.7
HMR_5328	10823827	TCDB:2.A.18.6.3
HMR_5330	10823827	TCDB:2.A.18.6.3
HMR_5332		
HMR_5333	10823827; 12845534	TCDB:2.A.18.6.5
HMR_5335		
HMR_5413		
HMR_5429		TCDB:3.A.3.1.1
HMR_5430		TCDB:2.A.36.1.1
HMR_5432		TCDB:2.A.31.2.1
HMR_5433		
HMR_5435	11076396; 11819755; 17404808; 6384004	TCDB:2.A.28.1.1
HMR_5436	11076396; 11819755; 17404808; 6384004	TCDB:2.A.28.1.1
HMR_5437	11076396; 11819755; 17404808; 6384004	TCDB:2.A.28.1.1
HMR_5438	11076396; 11819755; 17404808; 6384004	TCDB:2.A.28.1.1
HMR_5439	11076396; 11819755; 17404808; 6384004	TCDB:2.A.28.1.1
HMR_5440	12883891; 12856180; 11023036; 1554704; 18021224; 4553030; 793184; 8725559; 8781017; 12739169	
HMR_5441	12930836; 16288981; 911815; 10049700; 10574970; 11389679; 11557028; 11564694; 12824232; 14574404	
HMR_5442		TCDB:3.A.1.208.15
HMR_5443		TCDB:3.A.1.208.15
HMR_5444		TCDB:3.A.1.208.15
HMR_5445		TCDB:3.A.1.208.15
HMR_5446	16586096	TCDB:3.A.1.208.7
HMR_5447	14530974	TCDB:2.A.23.2.3
HMR_5448	14722772	TCDB:2.A.31.2.8
HMR_5450	12748858	TCDB:2.A.21.3.6
HMR_5451		
HMR_5454	12719981	TCDB:2.A.22.3.3
HMR_5455	12719981	TCDB:2.A.22.2.2
HMR_5457		
HMR_5458	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5459	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5460	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5461	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5462	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5463	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5464	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5465	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5466	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5467	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5468	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5469	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5470	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5471	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5472	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5473	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5474	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5475	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5476	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5477	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5478	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5479	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5480	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5481	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5482	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5483	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5484	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5485	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5486	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5487	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5488	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5489	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5490	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5491	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5492	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5493	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5494	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5495	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5496	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5497	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5498	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5499	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5500	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5501	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5502	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5503	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5504	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5505	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5506	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5507	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5508	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5509	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5510	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5511	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5512	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5513	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5514	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5515	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5516	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5517	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5518	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5519	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5520	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5521	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5522	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5523	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5524	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5525	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5526	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5527	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5528	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5529	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5530	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5531	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5532	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5533	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5534	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5535	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5536	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5537	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5538	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5539	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5540	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5541	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5542	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5543	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5544	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5545	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5546	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5547	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5548	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5549	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5550	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5551	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5552	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5553	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5554	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5555	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5556	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5557	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5558	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5559	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5560	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5561	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5562	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5563	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5564	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5565	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5566	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5567	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5568	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5569	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5570	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5571	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5572	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5573	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5574	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5575	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5576	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5577	14770309; 14770310	TCDB:2.A.3.8.1
HMR_5578	14770309; 14770310	
HMR_5579	14770309; 14770310	
HMR_5580	14770309; 14770310	
HMR_5581	14770309; 14770310	
HMR_5582	14770309; 14770310	
HMR_5583	14770309; 14770310	
HMR_5584	14770309; 14770310	
HMR_5585	14770309; 14770310	
HMR_5586	14770309; 14770310	
HMR_5587	14770309; 14770310	
HMR_5588	14770309; 14770310	
HMR_5589	14770309; 14770310	
HMR_5590	14770309; 14770310	
HMR_5591	14770309; 14770310	
HMR_5592	14770309; 14770310	
HMR_5593	14770309; 14770310	
HMR_5594	14770309; 14770310	
HMR_5595	14770309; 14770310	
HMR_5596	14770309; 14770310	
HMR_5597	14770309; 14770310	
HMR_5598	14770309; 14770310	
HMR_5599	14770309; 14770310	
HMR_5600	14770309; 14770310	
HMR_5601	14770309; 14770310	
HMR_5602	14770309; 14770310	
HMR_5603	14770309; 14770310	
HMR_5604	14770309; 14770310	
HMR_5605	14770309; 14770310	
HMR_5606	14770309; 14770310	
HMR_5607	14770309; 14770310	
HMR_5608	14770309; 14770310	
HMR_5609	14770309; 14770310	
HMR_5610	14770309; 14770310	
HMR_5611	14770309; 14770310	
HMR_5612	14770309; 14770310	
HMR_5613	14770309; 14770310	
HMR_5614	14770309; 14770310	
HMR_5615	14770309; 14770310	
HMR_5616	14770309; 14770310	
HMR_5617	14770309; 14770310	
HMR_5618	14770309; 14770310	
HMR_5619	14770309; 14770310	
HMR_5620	14770309; 14770310	
HMR_5621	14770309; 14770310	
HMR_5622	14770309; 14770310	
HMR_5623	14770309; 14770310	
HMR_5624	14770309; 14770310	
HMR_5625	14770309; 14770310	
HMR_5626	14770309; 14770310	
HMR_5627	14770309; 14770310	
HMR_5628	14770309; 14770310	
HMR_5629	14770309; 14770310	
HMR_5630	14770309; 14770310	
HMR_5631	14770309; 14770310	
HMR_5632	14770309; 14770310	
HMR_5633	14770309; 14770310	
HMR_5634	14770309; 14770310	
HMR_5635	14770309; 14770310	
HMR_5636	14770309; 14770310	
HMR_5637	14770309; 14770310	
HMR_5638	14770309; 14770310	
HMR_5639	14770309; 14770310	
HMR_5640	14770309; 14770310	
HMR_5641	14770309; 14770310	
HMR_5642	14770309; 14770310	
HMR_5643	14770309; 14770310	
HMR_5644	14770309; 14770310	
HMR_5645	14770309; 14770310	
HMR_5646	14770309; 14770310	
HMR_5647	14770309; 14770310	
HMR_5648	14770309; 14770310	
HMR_5649	14770309; 14770310	
HMR_5650	14770309; 14770310	
HMR_5651	14770309; 14770310	
HMR_5652	14770309; 14770310	
HMR_5653	14770309; 14770310	
HMR_5654	14770309; 14770310	
HMR_5655	14770309; 14770310	
HMR_5656	14770309; 14770310	
HMR_5657	14770309; 14770310	
HMR_5658	14770309; 14770310	
HMR_5659	14770309; 14770310	
HMR_5660	14770309; 14770310	
HMR_5661	14770309; 14770310	
HMR_5662	14770309; 14770310	
HMR_5663	14770309; 14770310	
HMR_5664	14770309; 14770310	
HMR_5665	14770309; 14770310	
HMR_5666	14770309; 14770310	
HMR_5667	14770309; 14770310	
HMR_5668	14770309; 14770310	
HMR_5669	14770309; 14770310	
HMR_5670	14770309; 14770310	
HMR_5671	14770309; 14770310	
HMR_5672	14770309; 14770310	
HMR_5673	14770309; 14770310	
HMR_5674	14770309; 14770310	
HMR_5675	14770309; 14770310	
HMR_5676	14770309; 14770310	
HMR_5677	14770309; 14770310	
HMR_5678	14770309; 14770310	
HMR_5679	14770309; 14770310	
HMR_5680	14770309; 14770310	
HMR_5681	14770309; 14770310	
HMR_5682	14770309; 14770310	
HMR_5683	14770309; 14770310	
HMR_5684	14770309; 14770310	
HMR_5685	14770309; 14770310	
HMR_5686	14770309; 14770310	
HMR_5687	14770309; 14770310	
HMR_5688	14770309; 14770310	
HMR_5689	14770309; 14770310	
HMR_5690	14770309; 14770310	
HMR_5691	14770309; 14770310	
HMR_5692	14770309; 14770310	
HMR_5693	14770309; 14770310	
HMR_5694	14770309; 14770310	
HMR_5695	14770309; 14770310	
HMR_5696	14770309; 14770310	
HMR_5697	14770309; 14770310	
HMR_5698	14770309; 14770310	
HMR_5699	14770309; 14770310	
HMR_5700	14770309; 14770310	
HMR_5701	14770309; 14770310	
HMR_5702	14770309; 14770310	
HMR_5703	14770309; 14770310	
HMR_5704	14770309; 14770310	
HMR_5705	14770309; 14770310	
HMR_5706	14770309; 14770310	
HMR_5707	14770309; 14770310	
HMR_5708	14770309; 14770310	
HMR_5709	14770309; 14770310	
HMR_5710	14770309; 14770310	
HMR_5711	14770309; 14770310	
HMR_5712	14770309; 14770310	
HMR_5713	14770309; 14770310	
HMR_5714	14770309; 14770310	
HMR_5715	14770309; 14770310	
HMR_5716	14770309; 14770310	
HMR_5717	14770309; 14770310	
HMR_5718	14770309; 14770310	
HMR_5719	14770309; 14770310	
HMR_5720	14770309; 14770310	
HMR_5721	14770309; 14770310	
HMR_5722	14770309; 14770310	
HMR_5723	14770309; 14770310	
HMR_5724	14770309; 14770310	
HMR_5725	14770309; 14770310	
HMR_5726	14770309; 14770310	
HMR_5727	14770309; 14770310	
HMR_5728	14770309; 14770310	
HMR_5729	14770309; 14770310	
HMR_5730	14770309; 14770310	
HMR_5731	14770309; 14770310	
HMR_5732	14770309; 14770310	
HMR_5733	14770309; 14770310	
HMR_5734	14770309; 14770310	
HMR_5735	14770309; 14770310	
HMR_5736	14770309; 14770310	
HMR_5737	14770309; 14770310	
HMR_5738	14770309; 14770310	
HMR_5739	14770309; 14770310	
HMR_5740	14770309; 14770310	
HMR_5741	14770309; 14770310	
