@id	pmid	ec
HMR_4612	6121703; 8074691	EC:1.17.4.1
HMR_4614	6121703; 8074691	EC:1.17.4.1
HMR_4615	6121703; 8074691	EC:1.17.4.1
HMR_4617	6121703; 8074691	EC:1.17.4.1
HMR_4618	6121703; 8074691	EC:1.17.4.1
HMR_4619	6121703; 8074691	EC:1.17.4.1
HMR_4621	6121703; 8074691	EC:1.17.4.1
HMR_4632	11690631; 17405878; 6284244; 7999131	EC:3.1.3.5
HMR_4646	11246119; 12632927	EC:1.17.1.4
HMR_4648	11246119; 12632927	EC:1.17.1.4
HMR_4649	16087479; 1643670; 16756494; 18600557; 8343533	EC:1.17.3.2
HMR_4650	16087479; 1643670; 16756494; 18600557; 8343533	EC:1.17.3.2
HMR_4651	2301; 37803	EC:2.4.2.15; EC:2.4.2.1
HMR_4663	2301; 37803	EC:2.4.2.1
HMR_4664		EC:2.4.2.22
HMR_4694	12381379; 4625871; 9388	EC:3.5.4.4
HMR_4695	2301; 37803	EC:2.4.2.1; EC:2.4.2.4
HMR_4705	11690631; 17405878; 6284244; 7999131	EC:3.1.3.5
HMR_4709	2301; 37803	EC:2.4.2.1; EC:2.4.2.4
HMR_4799	8299947	EC:6.3.4.13
HMR_4802	4084560	EC:6.3.3.1
HMR_4804	4772278	EC:4.1.1.21
HMR_4808	6722784	EC:6.3.5.3
HMR_4810	17224163	EC:6.3.2.6
HMR_4812	1872474	EC:4.3.2.2
HMR_4814	11381136	EC:2.1.2.3
HMR_5301		EC:2.7.1.48
HMR_5353	164875; 211390; 3024975; 4307347; 5552394	EC:2.7.4.8
HMR_6601		EC:3.5.3.4
HMR_6602	10600166	EC:1.11.1.7
HMR_6603	10600166	EC:1.11.1.7
HMR_6605	8325534	
HMR_6606	8325534	
HMR_6607		
HMR_6609	11342423; 8248161	EC:3.5.2.5
HMR_6610	8248161; 11342423	
HMR_6611		EC:1.7.3.3
HMR_7144		EC:3.6.1.13; EC:3.6.1.53
HMR_8755		EC:1.17.3.2
HMR_9797		
HMR_4016	11768308	EC:2.7.4.6
HMR_4018	11768308	EC:2.7.4.6
HMR_4044	11768308	EC:2.7.4.6
HMR_4291	11768308	EC:2.7.4.6
HMR_4420	11768308	EC:2.7.4.6
HMR_4570	11768308; 2546816; 2832402	EC:2.7.4.6
HMR_4572	11768308; 2546816; 2832402	EC:2.7.4.6
HMR_4006	132087	EC:2.7.4.6
HMR_4028	132087	EC:2.7.4.6
HMR_4030	132087	EC:2.7.4.6
HMR_4670	11768308; 2546816; 2832402	EC:2.7.4.6
HMR_4673	132087	EC:2.7.4.6
HMR_4675	132087	EC:2.7.4.6
HMR_6614	3026468	EC:2.7.4.6
HMR_6615	3026468	EC:2.7.4.6
HMR_6616	3026468	EC:2.7.4.6
HMR_4635	132087	EC:2.7.4.6
HMR_3793	5773299	EC:2.6.1.40
HMR_3931	10462449; 11060283; 15110392	EC:1.8.1.9
HMR_3969		EC:2.7.1.48
HMR_3970		EC:3.1.3.5
HMR_4008	10462544; 11912132; 132087; 7581800; 8867780	EC:2.7.4.14; EC:2.7.4.4
HMR_4032	10064135; 7695960; 8365402; 932036	EC:6.3.4.2
HMR_4034	2472341; 29209; 8089153	EC:6.3.5.5
HMR_4036	856170; 8631878; 9042911	EC:4.1.1.23
HMR_4050	13319326; 29209	EC:2.1.3.2
HMR_4056	14235544; 15262124; 15990964	EC:3.1.3.5; EC:3.1.3.35
HMR_4059	10858452	EC:3.6.1.5; EC:3.6.1.6
HMR_4060	10858452	EC:3.6.1.5; EC:3.6.1.6
HMR_4127	11579996; 11946484; 12429023; 12846830; 1315502; 2822037; 2848456; 3001038; 4403504; 7532398; 7860751; 8001561	EC:3.6.1.8; EC:3.6.1.9; EC:3.6.1.45
HMR_4177	7479738	EC:3.1.3.5
HMR_4179	7479738	EC:3.1.3.5
HMR_4182		EC:2.7.1.-
HMR_4183	15652174; 16752921; 17095758	EC:3.6.1.5
HMR_4192	15652174; 16752921; 17095758	EC:3.6.1.5
HMR_4194	16820675; 932036	EC:6.3.4.2
HMR_4210	1009117; 7154942	EC:2.7.1.40
HMR_4211	15652174; 16752921; 17095758	EC:3.6.1.19
HMR_4343		EC:2.4.2.9
HMR_4345	15450176; 8429016	EC:1.3.1.2
HMR_4346	2827580	EC:3.5.2.2
HMR_4470	1260500; 8615641	EC:1.3.1.2
HMR_4471	1260500; 8615641	EC:1.3.1.2
HMR_4472	15450176	EC:1.3.1.2
HMR_4484	14235544; 15262124; 15990964	EC:3.1.3.5; EC:3.1.3.35
HMR_4485	15262124; 15990964	EC:2.4.2.1; EC:2.4.2.4
HMR_4510	11690631; 17405878; 6284244; 7999131	EC:3.1.3.5
HMR_4512	10462544; 11912132	EC:2.7.4.14
HMR_4513	12036920; 1657002; 213049; 8399394; 9342341; 9593124	EC:2.7.1.74
HMR_4514		EC:3.5.4.14
HMR_4577	6338005	EC:2.4.2.10
HMR_4579	8339277	EC:2.4.2.3
HMR_4580	17066440; 17560270; 17640070; 17672864; 18306229	EC:3.5.4.5
HMR_4608	2903106; 4831620	EC:3.5.2.3
HMR_4575	184741; 199900; 216313; 2540819; 3733756; 6186531; 7196415; 8925840; 9179295	EC:1.3.5.2; EC:1.3.1.14
HMR_4637	8845311	EC:2.7.4.12; EC:2.7.4.9
HMR_4642		EC:3.1.3.-
HMR_4643	8631816	EC:3.6.1.23; EC:3.6.1.19
HMR_4644	15375535; 15992031; 34155; 3567221; 8621617	EC:2.1.1.45
HMR_4672		EC:3.5.4.13
HMR_4676	11306702; 9923963	EC:2.7.1.48
HMR_4736	17065093	EC:3.5.2.2
HMR_4819	10542323; 3678231	EC:3.5.1.6
HMR_5299	11306702; 9923963	EC:2.7.1.48
HMR_5352	11306702; 11494055; 64250; 9923963	EC:2.7.1.48
HMR_5415	5553404; 5671058	EC:1.17.4.1
HMR_5416	5553404; 5671058	EC:1.17.4.1
HMR_5417	5553404; 5671058	EC:1.8.1.9
HMR_6612	8024690	EC:2.7.4.9
HMR_6613	8024690	EC:2.7.4.9
HMR_6621	6997299; 8483833	EC:1.17.4.1
HMR_6622	6997299; 8483833	EC:1.17.4.1
HMR_6623	11812127	EC:2.7.1.21
HMR_6624	11812127	EC:2.7.1.21
HMR_6627	8967971; 10585400	EC:2.7.1.40
HMR_7744		EC:4.2.1.70
HMR_8072		
HMR_8637		
HMR_3965		EC:3.6.1.23
HMR_3966		EC:3.6.1.19
HMR_3967		EC:2.7.4.14
HMR_3968		EC:2.7.4.9
HMR_3999	11278936	EC:3.6.1.5
HMR_4024	10462544; 11912132; 132087; 7581800; 8867780	EC:2.7.4.14; EC:2.7.4.25
HMR_4026	10462544; 11912132; 132087; 7581800; 8867780	EC:2.7.4.14
HMR_4054	1063125; 14519855; 3457791	EC:2.7.1.21
HMR_4061	15652174; 16752921; 17095758	EC:3.6.1.39; EC:3.6.1.5
HMR_4083		
HMR_4136	15652174; 16752921; 17095758	EC:3.6.5.1; EC:3.6.5.2; EC:3.6.5.3; EC:3.6.5.4; EC:3.6.5.5; EC:3.6.5.6
HMR_4180	132087; 64250	EC:2.7.1.48
HMR_4185	10679223	EC:2.7.7.4
HMR_4186	10679223; 11931637	EC:2.7.1.25
HMR_4342	15652174; 16752921; 17095758	EC:3.6.1.5; EC:3.6.1.6
HMR_4344	1260500	EC:1.3.1.1
HMR_4483	1063125; 14519855; 3457791	EC:2.7.1.21
HMR_4507	8448179	EC:3.5.4.12
HMR_4516	6121703	EC:3.6.1.12
HMR_4601	15748706	EC:2.7.1.113
HMR_4633	11812127; 202960	EC:2.7.1.76; EC:2.7.1.76
HMR_4640	13363863; 13363863	EC:2.7.4.4; EC:2.7.4.9
HMR_4641	1063125; 16630572; 3457791	EC:2.7.1.21
HMR_4680	14038100; 14156740; 6198074; 7838140	EC:2.4.2.3
HMR_4806	11381136; 4084560; 9265631	EC:2.1.2.2
HMR_5394	10348987; 14725335	EC:3.5.4.15
HMR_6625		EC:2.7.1.21
HMR_6626		EC:3.1.3.-
HMR_7160		EC:2.7.7.7
HMR_7161		EC:2.7.7.6; EC:2.7.7.19; EC:2.7.7.52
HMR_7162		EC:2.7.7.8
HMR_7163		EC:3.1.11.2
HMR_7164		EC:3.1.11.2
HMR_7713		EC:3.1.3.5
HMR_7716		EC:3.1.3.5
HMR_7717		
HMR_7721		EC:3.1.3.5
HMR_7725		EC:3.1.3.-
HMR_7728		EC:3.1.3.5
HMR_7800		EC:2.7.4.3
HMR_7801		EC:2.7.4.10
HMR_7802		EC:2.7.4.3
HMR_7863		EC:2.7.4.14
HMR_7864		EC:2.7.4.14
HMR_7865		EC:2.7.4.14
HMR_7866		EC:2.7.4.14
HMR_7867		EC:2.7.4.14
HMR_7868		EC:2.7.4.14
HMR_7869		EC:2.7.4.14
HMR_7870		EC:2.7.4.14
HMR_7871		EC:2.7.4.14
HMR_7872		EC:2.7.4.14
HMR_7873		EC:2.7.4.14
HMR_7874		EC:2.7.4.14
HMR_7875		EC:2.7.4.14
HMR_7876		EC:2.7.4.14
HMR_7878		EC:2.7.4.6
HMR_7879		EC:3.6.1.19
HMR_7880		EC:3.1.3.-
HMR_7881		EC:2.7.4.6
HMR_7882		EC:2.7.4.6
HMR_7883		EC:2.7.4.6
HMR_7884		EC:2.7.4.6
HMR_7885		EC:2.7.4.6
HMR_7886		EC:2.7.4.6
HMR_7887		EC:2.7.4.6
HMR_7888		EC:2.7.4.6
HMR_7889		EC:2.7.4.6
HMR_7890		EC:2.7.4.6
HMR_7891		EC:2.7.4.6
HMR_7892		EC:2.7.4.6
HMR_7893		EC:2.7.4.6
HMR_7894		EC:2.7.4.6
HMR_7895		EC:2.7.4.6
HMR_8083		EC:3.1.4.35
HMR_8085		EC:3.1.4.17
HMR_8087		EC:3.1.4.17
HMR_8443		EC:3.6.1.13
HMR_8444		EC:3.6.1.13
HMR_8445		
HMR_8446		EC:3.5.4.5
HMR_8448		EC:2.7.4.14
HMR_8449		EC:2.7.4.14
HMR_8450		EC:2.7.4.14
HMR_8451		EC:2.7.4.14
HMR_8452		EC:2.7.4.14
HMR_8453		EC:2.7.4.14
HMR_8454		EC:2.7.4.14
HMR_8455		EC:2.7.4.14
HMR_8456		EC:2.7.4.14
HMR_8457		EC:2.7.4.14
HMR_8458		EC:2.7.4.14
HMR_8459		EC:2.7.4.14
HMR_8460		EC:2.7.4.14
HMR_8461		EC:2.7.4.3
HMR_8462		EC:2.7.4.14
HMR_8463		EC:2.7.4.14
HMR_8464		EC:2.7.4.14
HMR_8465		EC:2.7.4.14
HMR_8466		EC:2.7.4.14
HMR_8467		EC:2.7.4.14
HMR_8468		EC:2.7.4.14
HMR_8469		EC:2.7.4.14
HMR_8470		EC:2.7.4.14
HMR_8471		EC:2.7.4.14
HMR_8472		EC:2.7.4.14
HMR_8473		EC:3.5.4.4
HMR_8474		EC:3.6.1.5; EC:3.6.1.6; EC:3.6.1.42
HMR_8477		
HMR_8478		EC:2.7.1.74
HMR_8479		EC:2.7.1.74
HMR_8480		EC:3.5.4.5
HMR_8481		
HMR_8482		EC:1.8.1.9
HMR_8483		EC:3.6.1.23
HMR_8484		
HMR_8485		EC:3.6.1.6
HMR_8486		EC:2.4.2.1
HMR_8487		EC:3.1.3.5
HMR_8488		EC:3.6.1.19
HMR_8489		EC:3.6.1.19
HMR_8493		EC:3.1.3.2
HMR_8494		EC:3.1.3.2
HMR_8495		EC:3.1.3.2
HMR_3802	11254391; 3377777	EC:1.4.1.3
HMR_3804	11254391; 3377777	EC:1.4.1.3
HMR_3811	12055339; 518841; 6194510; 650761; 652976; 7776957	EC:6.3.4.5
HMR_3813	11092456; 12055339	EC:4.3.2.1
HMR_3822		EC:1.5.1.12
HMR_3827	3207426; 7499788; 7719646	EC:2.6.1.1
HMR_3829	3207426; 7499788; 7719646	EC:2.6.1.1
HMR_3831		EC:4.3.1.1
HMR_3862		EC:3.4.19.5
HMR_3865		EC:2.6.1.1; EC:2.6.1.7
HMR_3870	10708558; 10781871; 1154381; 12821209; 237922; 3003504; 31912; 4380255; 6170346; 8981046; 9621574	EC:1.8.1.7
HMR_3873	15897806; 175068; 2893372; 3886433; 4347313; 7248316	EC:6.3.4.16
HMR_8654		EC:6.3.4.16
HMR_3890	11080211; 1356223; 14583610; 16213501; 7595668; 8838581; 9053810	EC:6.3.1.2
HMR_3892	11015561; 11130979; 17267261; 6704422	EC:3.5.1.2; EC:3.5.1.38
HMR_9802	11015561; 11130979; 17267261; 6704422	EC:3.5.1.2; EC:3.5.1.38
HMR_3899	15663181; 2088925; 454616	EC:2.6.1.2
HMR_3903	4216348	EC:6.3.5.4
HMR_4109	15663181; 2088925; 454616	EC:2.6.1.2
HMR_4114	3003502; 319948; 4436326; 5114531; 894284	EC:3.5.1.3
HMR_4115	3003502; 319948; 4436326; 5114531; 894284	EC:3.5.1.3
HMR_4118	10708558; 10781871; 1154381; 12821209; 237922; 3003504; 31912; 4380255; 6170346; 8981046; 9621574	EC:1.8.1.7
HMR_4172	4311065; 4894450	EC:3.5.1.1; EC:3.5.1.38
HMR_4196	12850267; 1296212; 3003500; 4762917; 4797019; 4822504; 5059882	EC:2.6.1.15; EC:2.6.1.63
HMR_4197	12850267; 1296212; 3003500; 4762917; 4797019; 4822504; 5059882	EC:2.6.1.15; EC:2.6.1.63
HMR_4287	4066712; 7814412	EC:1.2.1.16
HMR_4690		EC:4.1.1.15
HMR_4693		EC:2.6.1.19
HMR_6780		EC:2.6.1.5; EC:2.6.1.57; EC:2.6.1.1
HMR_6968	12594532; 12459178	EC:2.3.1.1
HMR_6969	10837925; 8252036	EC:3.5.1.15
HMR_6970	6820415	EC:2.6.1.2
HMR_6971	2570694; 6150932	EC:2.3.2.4
HMR_6972	2570694; 6150932	EC:2.3.2.4
HMR_7641		EC:1.4.3.1
HMR_7642		
HMR_8626		
HMR_8628		EC:3.5.1.15
HMR_3806	1286669; 2211729	EC:1.5.1.12
HMR_3807	11465067; 3816496; 6819292	EC:2.6.1.13
HMR_3809	12788037; 893420	EC:2.1.3.3
HMR_3816	12055339; 3583682; 743206; 9144563	EC:3.5.3.1
HMR_3819		EC:1.5.1.12
HMR_3820	1286669; 2211729; 8621661	EC:1.5.1.12
HMR_3832		EC:3.5.3.6
HMR_3833	12514185; 2722838; 3768405; 6250440	EC:1.5.1.2
HMR_3835	12376638; 12514185; 16730026; 3768405; 6250440; 9003320	EC:1.5.1.2
HMR_3837		EC:1.5.1.2
HMR_3838	18506409	EC:1.5.99.8
HMR_3895	10736367; 8761662	EC:2.7.2.11
HMR_3897	10736367; 8761662	EC:1.2.1.41
HMR_3956		EC:4.2.1.1
HMR_3993		EC:1.14.13.39
HMR_4073	1764068	EC:4.1.1.50
HMR_4075	2730590; 3109311	EC:2.5.1.16
HMR_4077	2730590; 3109311	EC:2.5.1.16; EC:2.5.1.22
HMR_4190	11125020; 7515853	EC:1.14.13.39
HMR_4191	10800966; 14738999	EC:4.1.1.19
HMR_4212	10623504; 15670771; 6853503; 8608396	EC:4.1.1.17
HMR_4422	10623504; 15670771; 6853503; 8608396	EC:4.1.1.17
HMR_4423	12072962; 15795708; 17006978; 6403048	EC:1.4.3.10; EC:1.4.3.6
HMR_4424	11804860; 14648699	EC:3.5.3.11
HMR_4583	11165387; 12969151; 13192118; 15465786; 8547310	EC:2.1.1.2
HMR_4605	10467734; 11790142; 4817964; 8155713; 8645224; 8786138	EC:1.2.1.3
HMR_4606	448355; 487087	EC:6.3.2.11
HMR_4607	2334521; 4026801	EC:3.4.13.18; EC:3.4.13.20
HMR_4776		EC:1.14.11.2
HMR_4777		EC:1.14.11.2
HMR_4778	12514185; 3768405; 6250440; 675382	EC:1.5.1.2
HMR_4779	12514185; 3768405; 6250440; 675382	EC:1.5.1.2
HMR_4780	12514185; 3768405; 6250440; 675382	EC:1.5.1.2
HMR_4781	12514185; 3768405; 6250440; 675382	EC:1.5.1.2
HMR_4784	1286669; 15535970; 2211729	EC:1.5.1.12
HMR_4785	1286669; 2211729	EC:1.5.1.12
HMR_4786		EC:2.6.1.1; EC:2.6.1.23
HMR_4787		EC:4.1.3.16
HMR_5384	1903946; 415762; 5378381; 7732755	EC:2.4.2.28
HMR_6929	10978316	EC:2.3.1.57
HMR_6930	10978316	EC:2.3.1.57
HMR_6931	7040832; 10047787	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6932	7040832; 10047787	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6933	7040832; 10047787	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6934	10047787; 7040832	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6935	10047787; 7040832	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6936	10047787; 7040832	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6938	10978316	EC:2.3.1.57
HMR_6939	10978316	EC:2.3.1.57
HMR_6940		
HMR_6941	10047787; 7040832	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6942	10047787; 7040832	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6943	10047787; 7040832	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6944	7040832; 10047787	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6945	7040832; 10047787	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6946	7040832; 10047787	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6947	7040832; 10047787	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6948	7040832; 10047787	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6949	7040832; 10047787	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6950	10047787; 7040832	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6951	10047787; 7040832	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6952	10047787; 7040832	EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_6953	7040832; 10047787	EC:1.2.1.-
HMR_6954	7040832; 10047787	EC:1.2.1.-
HMR_6955	7040832; 10047787	EC:2.6.1.82
HMR_6956		
HMR_6957		
HMR_6958	11454677; 9359869; 9359869; 11454677; 11454677; 9359869; 11454677; 9359869; 11454677; 9359869; 11454677; 9359869; 9359869; 11454677; 11454677; 9359869; 9359869; 11454677; 11454677; 9359869	EC:1.5.3.13; EC:1.5.3.16
HMR_6959	11454677; 9359869; 9359869; 11454677; 11454677; 9359869; 11454677; 9359869; 11454677; 9359869; 11454677; 9359869; 9359869; 11454677; 11454677; 9359869; 9359869; 11454677; 11454677; 9359869	EC:1.5.3.13; EC:1.5.3.16
HMR_6960		
HMR_6961	11454677; 9359869; 11454677; 9359869; 9359869; 11454677; 11454677; 9359869; 9359869; 11454677; 11454677; 9359869; 11454677; 9359869; 11454677; 9359869; 9359869; 11454677; 11454677; 9359869	EC:1.5.3.13; EC:1.5.3.16
HMR_6962	11454677; 9359869; 11454677; 9359869; 9359869; 11454677; 11454677; 9359869; 9359869; 11454677; 11454677; 9359869; 11454677; 9359869; 11454677; 9359869; 9359869; 11454677; 11454677; 9359869	EC:1.5.3.13; EC:1.5.3.16
HMR_6963	11454677; 9359869; 9359869; 9359869; 11454677; 9359869; 11454677; 11454677; 9359869; 9359869; 11454677; 9359869; 11454677; 11454677; 9359869; 11454677; 9359869; 11454677; 9359869; 11454677	EC:1.5.3.13; EC:1.5.3.16
HMR_6964	11454677; 9359869; 9359869; 9359869; 11454677; 9359869; 11454677; 11454677; 9359869; 9359869; 11454677; 9359869; 11454677; 11454677; 9359869; 11454677; 9359869; 11454677; 9359869; 11454677	EC:1.5.3.13; EC:1.5.3.16
HMR_6965	9188485; 9188485; 9188485; 9188485	EC:2.5.1.46
HMR_6966	9188485; 9188485; 9188485; 9188485	EC:2.5.1.46
HMR_6967	9188485; 9188485; 9188485; 9188485	EC:2.5.1.46
HMR_6973	10047787; 7040832	EC:1.2.1.-
HMR_8096		EC:1.5.1.12
HMR_8097		EC:1.5.1.12
HMR_8098		EC:2.6.1.21
HMR_8416		
HMR_8425		EC:3.5.1.14
HMR_8426		EC:3.5.3.1
HMR_8427		EC:2.7.3.2
HMR_8431		
HMR_8432		EC:1.5.8.3
HMR_8603		EC:2.3.1.57
HMR_8604		EC:1.4.3.4
HMR_8605		EC:1.2.1.3
HMR_8606		EC:1.4.3.22
HMR_8607		
HMR_8608		EC:1.4.3.3
HMR_8609		EC:1.5.1.2
HMR_8610		EC:1.5.99.8
HMR_8611		EC:1.5.99.8
HMR_4285	3190233; 656447; 7616245; 7814412	EC:1.2.1.24; EC:1.2.1.16
HMR_0457	16753811; 216417; 2537226; 6252205	EC:2.7.1.31
HMR_0460	16753811; 216417; 2537226; 6252205	EC:2.7.1.31
HMR_3750	3707752	EC:2.3.1.13
HMR_3752		EC:1.3.8.5
HMR_3770		EC:1.3.8.5
HMR_3771	3707752	EC:2.3.1.13
HMR_3772	657530; 11406611	EC:2.3.1.13
HMR_3782	3707752	EC:2.3.1.13
HMR_3784		EC:1.3.8.5
HMR_3794	12594532; 12459178	EC:2.3.1.1
HMR_3839	14645240	EC:1.1.1.95
HMR_3841	12633500; 6089514	EC:2.6.1.52
HMR_3843	4307821	EC:3.1.3.3
HMR_3845	10762066; 6821365; 8505317	EC:2.1.2.1
HMR_3847		EC:2.3.1.29
HMR_3849		EC:1.5.3.1; EC:1.5.99.1
HMR_3852		EC:1.4.3.21
HMR_3856		EC:1.1.1.79; EC:1.1.1.81
HMR_3860		
HMR_3883	4433562	EC:4.3.1.17; EC:4.3.1.19
HMR_3901	9597750	EC:2.1.1.20
HMR_3939	7592562	EC:2.3.1.37
HMR_3974	15618015; 4156834	EC:4.3.1.17; EC:4.3.1.19
HMR_4198	10347152; 6469715	EC:2.6.1.51
HMR_4199	9518469	EC:3.5.1.14
HMR_4200	4433562	EC:4.3.1.17; EC:4.3.1.19
HMR_4284		
HMR_4348		EC:4.3.1.19
HMR_4466		EC:5.3.1.22
HMR_4467		EC:2.6.1.51
HMR_4582	15465786; 9148748	EC:2.1.4.1
HMR_4584		EC:2.7.3.2
HMR_4696		EC:1.1.99.1
HMR_4697	10505788; 7646513	EC:1.2.1.8
HMR_4698	10505788; 7646513	EC:1.2.1.8
HMR_4699		EC:2.1.1.5
HMR_4700		EC:1.5.8.4
HMR_4742	7592562	EC:2.3.1.37
HMR_4788		EC:2.6.1.44
HMR_4789		EC:1.4.3.3
HMR_4791		EC:2.6.1.44
HMR_4792	10762066; 6821365; 8505317	EC:2.1.2.1
HMR_4937	7892271; 7892271; 7892271; 7892271; 7892271; 7892271; 7892271; 7892271; 7892271; 7892271	EC:2.3.2.2
HMR_5392	16859665; 2645826; 2695555; 7027025; 7142207	EC:6.3.2.17
HMR_5393	12909365; 16859665	EC:3.4.19.9
HMR_6409	2643922	EC:1.8.1.4; EC:2.1.2.10
HMR_7702		EC:1.1.1.79; EC:1.1.1.81
HMR_7703		EC:1.1.3.15
HMR_8433		EC:1.8.1.4; EC:2.1.2.10
HMR_8434		EC:1.8.1.4; EC:2.1.2.10
HMR_8435		EC:1.4.4.2
HMR_8436		EC:1.8.1.4; EC:2.1.2.10
HMR_8437		EC:1.8.1.4; EC:2.1.2.10
HMR_8439		EC:1.5.8.4
HMR_8440		EC:1.2.1.8
HMR_8441		EC:1.1.99.1
HMR_8442		EC:1.2.7.2
HMR_9718		EC:2.7.1.39
HMR_9486		EC:4.2.3.1
HMR_4426	9916263; 11390029; 1127438	EC:2.3.1.88
HMR_4428	11513473; 6778871	EC:4.1.1.22; EC:4.1.1.28
HMR_4429		EC:2.1.1.8
HMR_4430		EC:1.4.3.4
HMR_4431		EC:1.2.1.5
HMR_4437	9432011	EC:4.3.1.3
HMR_4658	10773664; 13672973; 14697341; 15272307; 7050870; 9677387	EC:2.1.2.5
HMR_4660	13739526; 13914653	EC:3.5.2.7
HMR_4712	14702039	EC:4.2.1.49
HMR_5336		EC:3.5.1.-
HMR_5337	11669511	EC:2.5.1.-
HMR_5338	8898873; 11669511	EC:2.3.1.199
HMR_5339	11669511; 8898873	EC:3.5.1.-
HMR_5340	11669511	EC:3.5.1.-
HMR_8783		EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_8784		EC:1.2.1.3
HMR_8786		EC:1.2.1.4; EC:1.2.1.5
HMR_4239	10676873	EC:1.2.4.2
HMR_4241		EC:2.1.1.43
HMR_4288		EC:1.5.1.8
HMR_4596	8087205	EC:2.6.1.39
HMR_4597	8087205	EC:2.6.1.39
HMR_4599	10676873	EC:1.2.4.2
HMR_4667	235294; 4774398	EC:1.5.1.9
HMR_4668	2117549	EC:1.5.1.10
HMR_4737	2160277	EC:1.2.1.31
HMR_4739		EC:1.2.1.31
HMR_4740	3443096; 3443096; 7759508; 7759508; 9763470; 3443096; 7759508; 3443096; 9763470; 7759508; 3443096; 9763470; 7759508; 9763470; 3443096; 9763470; 7759508; 3443096; 3443096; 9763470; 7759508; 9763470; 7759508; 3443096; 9763470; 7759508; 3443096; 9763470; 7759508; 9763470	EC:1.14.17.1
HMR_6415	9620315	EC:2.3.1.61
HMR_6974		
HMR_6975		EC:2.1.1.43
HMR_6976		EC:2.1.1.43
HMR_6977		EC:2.1.1.43
HMR_6978		EC:3.4.21.89; EC:3.4.-.-
HMR_6979		EC:1.14.11.8
HMR_6980		EC:2.1.2.1
HMR_6981		EC:1.2.1.47
HMR_6982		EC:1.4.11.1
HMR_6983		EC:1.14.11.4
HMR_6984		EC:2.4.1.50
HMR_6985		EC:2.4.1.66
HMR_8017		
HMR_8018		
HMR_8019		
HMR_8021		EC:1.5.3.1; EC:1.5.3.7
HMR_8025		EC:2.1.1.43
HMR_8026		EC:2.1.1.43
HMR_8027		EC:2.1.1.43
HMR_8029		EC:3.4.21.89; EC:3.4.-.-
HMR_3164	1735445; 8012501; 8188243; 13295248	EC:4.2.1.17
HMR_3166	10231530; 10329704; 1651711; 1735445; 6773478; 7150615; 8188243; 8687463; 9553139; 8687463; 10231530	EC:1.1.1.35; EC:1.1.1.211
HMR_3885	10064897; 10806397; 1121274; 11330060; 15733928; 1679347; 16927236; 17236799; 1735445; 1979337; 3194209; 6131897; 6378901; 7911016; 8241273; 3709573	EC:2.3.1.9
HMR_4250		
HMR_8091		EC:4.1.1.28
HMR_8092		EC:1.4.3.4
HMR_8563		EC:1.2.1.4; EC:1.2.1.5
HMR_8564		EC:2.6.1.7
HMR_8565		
HMR_8566		EC:1.14.14.1
HMR_3935		EC:4.4.1.22
HMR_4681		EC:4.1.1.28
HMR_4682		EC:1.4.3.4; EC:1.4.3.21
HMR_4683	15230339	EC:1.2.1.5; EC:1.2.1.39
HMR_4685	15230339	EC:1.2.1.5; EC:1.2.1.39
HMR_4686	17379813; 18621017	EC:1.2.1.5
HMR_4687	17379813; 18621017	EC:1.2.1.5
HMR_4702		EC:4.1.1.-
HMR_4703	11569919; 16143537	EC:1.2.1.29
HMR_4704	11569919; 16143537	EC:1.2.3.1
HMR_6988		EC:1.11.1.8
HMR_7689		EC:2.8.2.1
HMR_7701		EC:1.11.1.-; EC:1.6.3.1
HMR_8094		
HMR_8529		EC:1.4.3.6; EC:1.4.3.21; EC:1.4.3.22
HMR_8530		EC:1.1.1.1
HMR_8533		EC:1.14.18.1
HMR_8534		EC:2.8.2.1
HMR_8535		EC:2.8.2.1
HMR_8537		EC:1.14.16.2
HMR_8541		EC:1.14.18.1
HMR_8542		EC:1.14.18.1
HMR_8543		EC:1.11.1.8
HMR_8544		EC:1.11.1.8
HMR_8630		EC:1.14.18.1
